"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"SEA_PIG_BEHAVIOUR_DESCRIPTION","Wanders around, drops a fair number of materials and gives 1 curse on death.","Se déplace en lâchant un bon nombre de matériaux et en lançant 1 malédiction quand il meurt.","四处游荡，死亡时掉落大量材料并给予1点诅咒。","動き回り、死亡時に大量のマテリアルをドロップし、呪いを1つ付与する。","이리저리 돌아다니며 상당량의 재료를 떨어뜨리고, 사망 시 저주를 1 부여합니다.","四處遊蕩，死亡時掉落大量材料並給予1點詛咒。","Блуждает по карте. После смерти оставляет немало материалов и добавляет 1 проклятие.","Wędruje wkoło, zostawia po sobie sporo materiałów, a po śmierci nakłada 1 klątwę.","Persigue al personaje, deja caer una buena cantidad de materiales y lanza una maldición al morir.","Vaga ao redor, deixa um número razoável de materiais e dá 1 maldição ao morrer.","Wandert umher, lässt eine große Menge von Materialien fallen und gewährt dir 1 Fluch beim Tod.","Etrafta dolaşır, çok sayıda malzeme düşürür ve öldüğünde 1 lanet uygular.","Vaga per la mappa, rilascia un buon numero di materiali e lancia una maledizione quando muore."
"SHRIMP_NAME","Shrimp","Crevette","虾","コエビ","새우","蝦","Креветка","Krewetka","Langostino","Camarão","Garnele","Karides","Gamberetto"
"SHRIMP_BEHAVIOUR_DESCRIPTION","Chases the character, deals damage on touch.","Pourchasse le personnage, lui infligeant des dégâts au contact.","追逐角色，接触时造成伤害。","プレイヤーを追い、体当たりでダメージを与える。","캐릭터를 추적하고, 접촉 시 대미지를 가합니다.","追逐角色，接觸時造成傷害。","Преследует игрока и наносит урон при касании.","Goni postać, zadaje obrażenia przy dotknięciu.","Persigue al personaje e inflige daño por contacto.","Persegue o personagem, causando dano ao contato.","Verfolgt den Charakter und verursacht bei Berührung Schaden.","Karakteri kovalar ve temas ettiğinde hasar verir.","Insegue il personaggio, infligge danni al contatto."
"SPIDER_CRAB_NAME","Spider Crab","Araignée de mer","蜘蛛蟹","クモガニ","키다리게","蜘蛛蟹","Краб-паук","Krab pacyficzny","Cangrejo gigante","Caranguejo Aranha","Krabbenspinne","Örümcek Yengeci","Granchio ragno"
"SPIDER_CRAB_BEHAVIOUR_DESCRIPTION","Mutation 0:
Moves randomly and spawns numerous crabs.

Mutation 1 (85%HP/12 sec):
Closes in on the player and fires spikes toward them.

Mutation 2 (50%HP/35 sec):
Closes in on the player and fires 4 spikes toward them in 4 directions.","Mutation 0 :
Se déplace aléatoirement en faisant apparaître de nombreux crabes.

Mutation 1 (85 % de PV/12 s) :
S'approche du joueur et tire des piques vers lui.

Mutation 2 (50 % de PV/35 s) :
S'approche du joueur et tire 4 piques vers lui dans 4 directions.","异变0：
随机移动并生成大量螃蟹。

异变1 （85%生命/12秒）：
接近玩家并向玩家发射多发尖刺。

异变2 （50%生命/35秒）：
接近玩家并从4个方向朝玩家发射4根尖刺。","変異0：
ランダムに移動し、大量のカニを出現させる。

変異1（HP85%/12秒）：
プレイヤーに近づき、プレイヤーに向けてスパイクを発射する。

変異2（HP50%/35秒）：
プレイヤーに近づき、プレイヤーに向けて4方向から4本のスパイクを発射する。","돌연변이 0:
무작위로 이동하며 다수의 게를 생성합니다.

돌연변이 1 (85%HP/12초):
플레이어에게 접근하고 플레이어를 향해 가시를 발사합니다.

돌연변이 2 (50%HP/35초):
플레이어에게 접근하고 플레이어를 향해 네 방향으로 가시 4개를 발사합니다.","異變0：
隨機移動並生成大量螃蟹。

異變1 （85%生命/12秒）：
接近玩家並向玩家發射多發尖刺。

異變2 （50%生命/35秒）：
接近玩家並從4個方向朝玩家發射4根尖刺。","Мутация 0:
Движется хаотично и призывает множество крабов.

Мутация 1 (85% ОЗ/12 с):
Приближается к игроку и выстреливает в его сторону шипы.

Мутация 2 (50% ОЗ/35 с):
Приближается к игроку и выстреливает в его сторону 4 шипа в 4 направлениях.","Mutacja 0:
Porusza się losowo i przywołuje liczne kraby.

Mutacja 1 (85% PZ / 12 sek.):
Zbliża się do gracza i wystrzeliwuje w jego stronę szpikulce.

Mutacja 2 (50% PZ / 35 sek.):
Zbliża się do gracza i wystrzeliwuje w jego stronę 4 szpikulce (w 4 kierunkach).","Mutación 0:
Se desplaza de forma aleatoria e invoca a varios cangrejos.

Mutación 1 (85 % de PS / 12 s):
Se abalanza sobre el jugador y le dispara pinchos.

Mutación 2 (50 % de PS / 35 s):
Se abalanza sobre el jugador y le dispara 4 pinchos en cuatro direcciones distintas.","Mutação 0:
Move-se aleatoriamente e gera vários caranguejos.

Mutação 1 (85% de PV/12 seg):
Cerca o jogador e dispara espinhos em direção a ele.

Mutação 2 (50% de PV/35 seg):
Cerca o jogador e dispara 4 espinhos em direção a ele vindos de 4 direções.","Mutation 0:
Bewegt sich zufällig und spawnt mehrere Krabben.

Mutation 1 (85% HP/12 Sek.):
Nähert sich dem Spieler und feuert Stacheln auf ihn ab.

Mutation 2 (50% HP/35 Sek.):
Nähert sich dem Spieler und feuert 4 Stacheln auf ihn, in 4 Richtungen.","Mutasyon 0:
Rastgele hareket eder ve çok sayıda yengeç ortaya çıkarır.

Mutasyon 1 (%85 sağlık/12 saniye):
Oyuncuya yaklaşır ve ona doğru dikenler fırlatır.

Mutasyon 2 (%50 sağlık/35 saniye):
Oyuncuya yaklaşır ve oyuncuya doğru 4 farklı yönde 4 diken ateşler.","Mutazione 0:
Si muove casualmente e crea diversi granchi.

Mutazione 1 (85% PS/12 s):
Si avvicina al giocatore e spara aculei contro di lui.

Mutazione 2 (50% PS/35 s):
Si avvicina al giocatore e spara 4 aculei in 4 direzioni contro di lui."
"STARGAZER_NAME","Stargazer","Astronome","观星者","ミシマオコゼ","통구멍","觀星者","Звездочет","Skaber","Soñador","Mira-céu","Himmelsgucker","Yıldız Gözlemcisi","Esule astrale"
"STARGAZER_BEHAVIOUR_DESCRIPTION","Moves toward its Iron Lung, becomes buffed if its iron lung dies.","Se déplace vers son poumon de fer. Est renforcé si ce dernier meurt.","向铁肺移动，如果自己的铁肺死亡，会获得强化。","アイアンラングに向けて移動し、アイアンラング死亡時に強化される。","철 호흡기를 향해 이동하고, 철 호흡기가 사망하면 버프를 받습니다.","向鐵肺移動，如果自己的鐵肺死亡，會獲得強化。","Движется к своему железному легкому. Усиливается, если его железное легкое умирает.","Porusza się w stronę żelaznego płuca. Jeśli jego płuco zostanie zniszczone, otrzymuje wzmocnienie.","Se desplaza hacia su pulmón artificial y obtiene una bonificación cuando este desaparece.","Move-se em direção a seu Pulmão de Ferro, é fortalecido caso seu pulmão de ferro morra.","Bewegt sich auf seine Eisenlunge zu, wird gestärkt, wenn seine Eisenlunge stirbt.","Demir Ciğer'e doğru ilerler. Demir Ciğer ölürse güçlenir.","Si muove verso il suo Polmone d'acciaio, e viene potenziato se il suo Polmone d'acciaio muore."
"STONEFISH_NAME","Stonefish","Poisson-pierre","石头鱼","オニダルマオコゼ","돌물고기","石頭魚","Скорпена","Synanceia","Pez piedra","Peixe-pedra","Steinfisch","Taş Balığı","Pesce pietra"
"STONEFISH_BEHAVIOUR_DESCRIPTION","Slowly wanders around the map, buffing enemies and spawning six projectiles around the player every few seconds.
Buffed enemies gain +150% health, +25% damage, and +50% speed, and are outlined in red.","Se déplace lentement en renforçant les ennemis et en faisant apparaître 6 projectiles autour du joueur toutes les 2/3 s.
Les ennemis renforcés voient leurs PV augmenter de 150 %, leurs dégâts de 25 % et leur vitesse de 50 %. Ils sont entourés en rouge.","在地图上缓慢游荡，强化敌人并每隔数秒在玩家周围生成6个投射物。
被强化的敌人获得+150%生命、+25%伤害、+50%速度并将拥有红色轮廓。","マップ内をゆっくりと動き回り、敵を強化する。また、数秒ごとにプレイヤーの周囲に弾を6個発生させる。
強化された敵は赤枠で囲まれ、HP +150%、ダメージ +25%、移動速度 +50%の効果を得る。","천천히 맵 주위를 돌아다니며 적들을 버프하고, 몇 초마다 플레이어 주위에 투사체 6개를 생성합니다.
버프된 적들은 체력이 +150%, 대미지가 +25%, 속도가 +50% 증가하고, 빨간색 외곽선이 표시됩니다.","在地圖上緩慢遊蕩，強化敵人並每隔數秒在玩家周圍生成6個投射物。
被強化的敵人獲得+150%生命、+25%傷害、+50%速度並將擁有紅色輪廓。","Медленно блуждает по карте. Каждые несколько секунд усиливает врагов и создает вокруг игрока шесть снарядов.
Усиленные враги получают +150% к здоровью, +25% к урону и +50% к скорости и подсвечиваются красным.","Powoli wędruje po mapie, wzmacnia wrogów i co kilka sekund przywołuje wokół gracza sześć pocisków.
Wzmocnieni wrogowie (oznaczeni czerwoną obwódką) zyskują +150% PZ, +25% obrażeń i +50% szybkości.","Se desplaza con lentitud por el mapa, bonificando a los enemigos y disparando seis proyectiles en torno al jugador cada pocos segundos.
Los enemigos bonificados obtienen un 150 % más de salud, un 25 % más de daño y un 50 % más de velocidad, y su silueta es de color rojo.","Vaga lentamente pelo mapa, fortalecendo inimigos e gerando seis projéteis ao redor do jogador a cada poucos segundos.
Inimigos fortalecidos ganham +150% de vida, +25% de dano e +50% de velocidade. Inimigos fortalecidos ficam destacados em vermelho.","Wandert langsam auf der Karte umher, stärkt Gegner und spawnt alle paar Sekunden 6 Projektile um den Spieler herum.
Gestärkte Gegner erhalten +150% Leben, +25% Schaden und +50% Tempo, sie sind rot umrandet.","Haritada yavaşça dolaşır, düşmanları güçlendirir ve birkaç saniyede bir oyuncunun etrafında altı mermi ortaya çıkarır.
Güçlenen düşmanlar +%150 sağlık, +%25 hasar ve +%50 hız kazanır. Kırmızı renkle vurgulanırlar.","Vaga lentamente per la mappa, potenziando i nemici e creando sei proiettili attorno al giocatore ogni pochi secondi.
I nemici potenziati ottengono +150% di salute, +25% di danni e +50% di velocità e sono contornati in rosso."
"TURTLE_NAME","Turtle","Tortue","龟龟","カメ","거북이","龜龜","Черепаха","Żółw","Tortuga","Tartaruga","Schildkröte","Kaplumbağa","Tartaruga"
"TURTLE_BEHAVIOUR_DESCRIPTION","Mutation 0:
Chases the player while firing 8 spikes around them, heading inward.

Mutation 1 (60%HP/25 sec):
Closes in on the player, regularly firing 3 spikes toward them in a random pattern.","Mutation 0 :
Pourchasse le joueur en tirant 8 piques autour de ce dernier qui se dirigent vers sa position.

Mutation 1 (60 % de PV/25 s) :
S'approche du joueur en tirant régulièrement 3 piques aléatoires vers lui.","异变0：
追逐玩家并在玩家周围发射8根向内的尖刺。

异变1 （60%生命/25秒）：
接近玩家，周期性向玩家随机发射3根尖刺。","変異0：
プレイヤーを追い、内向きに飛ぶスパイクをプレイヤーの周囲に8本発射する。

変異1（HP60%/25秒）：
プレイヤーに近づき、無作為に飛ぶスパイクを一定間隔で3本発射する。","돌연변이 0:
플레이어를 추적하며 플레이어 주위에 안쪽으로 이동하는 가시 8개를 발사합니다.

돌연변이 1 (60%HP/25초):
플레이어에게 접근하며 주기적으로 무작위 패턴에 따라 플레이어를 향해 이동하는 가시 3개를 발사합니다.","異變0：
追逐玩家並在玩家周圍發射8根向內的尖刺。

異變1 （60%生命/25秒）：
接近玩家，週期性向玩家隨機發射3根尖刺。","Мутация 0:
Преследует игрока, создает вокруг него 8 шипов, сходящихся в центр.

Мутация 1 (60% ОЗ/25 с):
Приближается к игроку и регулярно выстреливает в его сторону 3 шипа случайным образом.","Mutacja 0:
Goni postać i wystrzeliwuje wokół niej 8 pocisków lecących do środka.

Mutacja 1 (60% PZ / 25 sek.):
Zbliża się do gracza i regularnie wystrzeliwuje w jego stronę 3 szpikulce w losowym układzie.","Mutación 0:
Persigue al jugador mientras dispara 8 pinchos a su alrededor que van estrechándose.

Mutación 1 (60 % de PS / 25 s):
Se abalanza sobre el jugador y dispara 3 pinchos con frecuencia de forma aleatoria.","Mutação 0:
Persegue o jogador enquanto dispara 8 espinhos ao redor dele, voltados para dentro.

Mutação 1 (60% de PV/25 seg):
Cerca o jogador, disparando periodicamente 3 espinhos em direção a ele em um padrão aleatório.","Mutation 0:
Verfolgt den Spieler und feuert dabei 8 Stacheln um ihn herum ab, die sich nach innen bewegen.

Mutation 1 (60% HP/25 Sek.):
Nähert sich dem Spieler, feuert regelmäßig 3 Stacheln in einem zufälligen Muster in seine Richtung ab.","Mutasyon 0:
Oyuncuyu kovalar ve etrafına içe doğru hareket eden 8 diken fırlatır.

Mutasyon 1 (%60 sağlık/25 saniye):
Oyuncuya yaklaşır ve düzenli aralıklarla rastgele bir düzenle 3 diken fırlatır.","Mutazione 0:
Insegue il giocatore sparandogli 8 aculei intorno, diretti verso l'interno.

Mutazione 1 (60% PS/25 s):
Si avvicina al giocatore, sparandogli periodicamente 3 aculei a schema casuale."
