"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"EFFECT_PCT_STACK_STAT","{0} of your base {1} every 5 seconds until the end of the wave","{0} de vos {1} de base toutes les 5 secondes jusqu’à la fin de la vague","直至敌袭结束，每5秒基地{1}增加{0}","ウェーブ中、 5秒ごとに一時的に {0}  {1}","웨이브가 끝날 때까지 5초마다 기본 {1}에 {0}","基礎{1}每5秒{0}，直到敵襲結束","Каждые 5 сек. до конца волны вы получаете {0} к базовому параметру «{1}».","Podstawowe {1}: {0} co 5 s, aż do końca fali","{0} de tu {1} base cada 5 segundos hasta el final de la oleada","{0} de {1} base a cada 5 segundos, até o fim da onda.","{0} {1} (vom Basiswert) alle 5 Sekunden bis zum Ende der Welle","Hücum bitene kadar her 5 saniyede {0} {1} sağlar","{0} di {1} base ogni 5 secondi fino alla fine dell'ondata."
"EFFECT_PCT_START_WAVE_STAT","You start each wave with {0} {1}","Vous commencez chaque avec avec {0} {1}","初始敌袭拥有{0}{1}","各ウェーブを{1} {0} で開始","각 웨이브를 {0} {1}와(과) 함께 시작합니다","以{0}{1}迎擊每一波敵襲","Вы начинаете каждую волну с {0} ед. параметра «{1}».","Zaczynasz każdą falę z: {0} {1}","Comienzas cada oleada con {0} de {1}","Você começa todas as ondas com {0} de {1}.","Du beginnst jede Welle mit {0} {1}","Her hücum başında {0} {1} sağlar","Inizi ogni ondata con {0} {1}."
"ADDITIONAL_COOLDOWN_EVERY_X_SHOTS","Cooldown is {0} every {1} shots","La recharge est de {0} tous les {1} coups","每发射{1}次冷却为{0}","{1}回攻撃する度に{0}のクールダウンが発生する","쿨다운은 {0} 매 {1}발","冷卻時間為每{0}次射擊後{1}","Восстановление {0} после нескольких выстрелов (кажд. {1}).","Czas odnawiania to {0} co kilka strzałów ({1})","La recarga dura {0} cada {1} disparos","Recarga de {0} a cada {1} disparos.","{0} Abklingzeit alle {1} Schüsse","Her {1} atışta bekleme süresi {0} olur","Il tempo di ricarica è {0} ogni {1} colpi."
"MENU_RESET_TO_DEFAULT","Reset to Default","Réinitialiser par défaut","重置至默认","初期設定に戻す","기본값으로 초기화","恢復為預設值","Вернуть настройки по умолчанию","Przywróć ustawienia domyślne","Restablecer predeterminados","Restaurar padrões","Zurück auf Standard","Varsayılana Sıfırla","Ripristina predefiniti"
"DAMAGE_AGAINST_BOSSES","% Damage against bosses","% Dégâts contre les boss","%对头目伤害","ボスへの最終ダメージ(%)","% 보스에 대한 데미지","%對頭目傷害","% урона против боссов","% Obrażenia przeciwko bossom","% Daño contra jefes","% de dano contra chefes","% Schaden gegen Bosse","Patronlara karşı % Hasar","% Danni contro i boss"
"CHARACTER_FISHERMAN","Fisherman","Pêcheur","渔夫","釣り人","낚시꾼","漁夫","Рыбак","Rybak","Pescador","Pescador","Fischer","Balıkçı","Pescatore"
"CHARACTER_CRYPTID","Cryptid","Cryptide","神秘生物","UMA","괴생명체","神秘薯","Криптид","Kryptyd","Críptido","Criptídeo","Kryptid","Yaratık","Criptide"
"CHARACTER_KING","King","Roi","国王","キング","왕","國王","Король","Król","Rey","Monarca","König","Kral","Reuccio"
"CHARACTER_APPRENTICE","Apprentice","Apprenti","学徒","見習い","연습생","學徒","Ученик","Praktykant","Aprendiz","Aprendiz","Lehrling","Çaylak","Apprendista"
"CHARACTER_GOLEM","Golem","Golem","魔像","ゴーレム","골렘","泥偶薯","Голем","Golem","Gólem","Golem","Golem","Golem","Golem"
"CHARACTER_RENEGADE","Renegade","Rénégat","叛徒","パンク野郎","악동","叛逆薯","Отступник","Buntownik","Rebelde","Renegado","Rebell","Kaçak","Teppista"
"WEAPON_EXCALIBUR","Excalibur","Excalibur","王者之剑","エクスカリバー","엑스칼리버","王者之劍","Экскалибур","Excalibur","Excalibur","Excalibur","Excalibur","Excalibur","Excalibur"
"WEAPON_CHAIN_GUN","Chain Gun","Canon Mitrailleur","链枪","チェーンガン","체인건","鏈炮","Цепная пушка","Obrotowiec","Ametralladora","Metralhadora","Kettenkanone","Mitralyöz","Cannone automatico"
"WEAPON_SCYTHE","Scythe","Faux","大镰","大鎌","낫","大鐮刀","Коса","Kosa","Guadaña","Gadanha","Sense","Tırpan","Falce"
"WEAPON_DRILL","Drill","Foreuse","钻机","ドリル","드릴","電鑽","Бур","Wiertło","Taladro","Broca","Bohrer","Matkap","Trapano"
"WEAPON_GATLING_LASER","Gatling Laser","Laser Gatling","加特林激光","ガトリングレーザー","개틀링 레이저","雷射機槍","Гатлинг-лазер","Laserowy gatling","Ametralladora láser","Canhão Laser","Gatling-Laser","Taramalı Lazer","Mitra al laser"
"WEAPON_CLAW","Claw","Griffe","利爪","鉤爪","발톱","手爪","Коготь","Szpon","Garra","Garra","Klauen","Pençe","Artigli"
"ITEM_SHARP_BULLET","Sharp Bullet","Balle Tranchante","尖头子弹","鋭い弾","뾰족 탄환","鋒利子彈","Острая пуля","Ostry pocisk","Bala espinosa","Bala Cortante","Scharfe Kugel","Keskin Mermi","Pallottola dentata"
"ITEM_LURE","Lure","Leurre","诱饵","エイリアンのエサ","미끼","誘餌","Приманка","Wabik","Cebo","Chamariz","Lockmittel","Çağrı","Bocconcino"
"ITEM_POCKET_FACTORY","Pocket Factory","Usine de Poche","口袋工厂","ポケット工場","미니 공장","口袋工廠","Карманная фабрика","Kieszonkowa fabryka","Fábrica de bolsillo","Fábrica de Bolso","Taschenfabrik","Mini Fabrika","Fabbrica portatile"
"ITEM_SHACKLES","Shackles","Chaînes","镣铐","足枷","족쇄","鐐銬","Кандалы","Kajdany","Grilletes","Grilhão","Fesseln","Pranga","Ceppi"
"ITEM_FAIRY","Fairy","Fée","小精灵","フェアリー","요정","妖精","Фея","Wróżka","Hada","Fada","Fee","Peri","Fatina"
"ITEM_STONE_SKIN","Stone Skin","Peau de Pierre","石头皮肤","岩肌","돌 스킨","石頭外皮","Каменная кожа","Kamienna skóra","Piel pétrea","Pele de Pedra","Steinhaut","Taştan Deri","Pelle di pietra"
"CHAL_BAITED","Baited","Appâté","受骗","おとり作戦","낚임","上鉤","Наживка","Zanęcono","Atracción","Olha a isca","Geködert","Tuzak","Adescamento"
"CHAL_FOREST","Forest","Forêt","森林","森林","숲","森林","Лес","Las","Bosque","Floresta","Wald","Orman","Foresta"
"CHAL_BOURGEOISIE","Bourgeoisie","Bourgeoisie","布尔乔亚","ブルジョワ","중산층","中產階級","Буржуа","Burżuazja","Burguesía","Burguesia","Bourgeoisie","Burjuvazi","Borghesia"
"CHAL_STUDENT","Student","Étudiant","学生","学生","학생","學生","Студент","Uczeń","Estudiante","Estudante","Schüler","Öğrenci","Studente"
"CHAL_RECKLESS","Reckless","Téméraire","鲁莽","無鉄砲","무모함","魯莽","Удалец","Bezmyślność","Atolondramiento","Imprudente","Draufgänger","Pervasız","Imprudente"
"CHAL_SCAVENGER","Scavenger","Charognard","清道夫","スカベンジャー","청소동물","清道夫","Мусорщик","Zbieracz","Carroñero","Olho grande","Plünderer","Hurdacı","Avvoltoio"
"CHAL_ITEM_DESC","Get {0} {2} during a run","Ayez {0} {2} durant une partie","在比赛期间获得{0}个{2}","一周のうちに{2}を{0} 個獲得する","한 번의 달리기 동안 {2} {0}개를 획득하세요","比賽期間取得{0}個{2}","{2}: получите {0} в забеге.","Zdobądź {2} x{0} w trakcie rozgrywki","Consigue {0}{2} durante una partida","Colete {0}x{2} em uma partida.","Erhalte in einer Runde {0}x {2}.","Bir koşu sırasında {0}{2} topla","Ottieni {2} x{0} durante una partita."
"CHAL_STUDENT_DESC","Reach level {0}","Atteignez le niveau {0}","达到{0}等级","レベル {0} に到達する","레벨 {0}에 도달하세요","升級至{0}級","Достигните уровня {0}.","Osiągnij poziom {0}","Alcanza el nivel {0}","Alcance o nível {0}.","Erreiche Level {0}.","{0}. seviyeye ulaş","Raggiungi il livello {0}."
"CHAL_RECKLESS_DESC","Finish a wave with {0} HP","Finissez une vague avec {0} PV","以{0}生命值完成一次敌袭","HP {0} でウェーブをクリアする","{0} HP로 웨이브를 끝내세요","敵襲結束時只剩{0}HP","Завершите волну с {0} ОЗ.","Ukończ falę z {0} PZ","Termina una oleada con {0} PS","Conclua uma onda com {0} PV.","Beende eine Welle mit {0} HP","Bir hücumu {0} Sağlık ile tamamla","Finisci un'ondata con {0} PS."
"CHAL_BOURGEOISIE_DESC","Get {0} tier {2} weapons at once","Ayez {0} armes de grade {2} en même temps","立即获得{0}个{2}级别的武器","ティア{2}の武器を同時に {0}個装備する","한 번에 {2} 등급 무기 {0}개를 획득하세요","同時取得{0}把級別{2}的武器","Имейте сразу {0} ед. оружия класса {2}.","Zdobądź jednocześnie {0} bronie poziomu {2}","Consigue {0} armas de categoría {2} a la vez","Tenha {0} armas de grau {2} ao mesmo tempo.","Erhalte {0} Stufe-{2}-Waffen gleichzeitig","Tek seferde {0} adet seviye {2} silah al","Hai {0} armi di cat. {2} in contemporanea."
"CHAL_FOREST_DESC","Finish a wave with {0} or more living trees","Finissez une vague avec {0} arbres vivants ou plus","以不少于{0}棵存活的树木完成一次敌袭","樹木が {0} 本以上残っている状態でウェーブをクリアする","살아있는 나무 {0}개 이상으로 웨이브를 끝내세요","敵襲結束時仍有{0}棵活著的樹","Закончите волну с {0} или более живых деревьев.","Ukończ falę z {0} lub większą liczbą żyjących drzew","Termina una oleada con {0} o más árboles vivos","Conclua uma onda com {0} ou mais árvores vivas.","Beende eine Welle mit mindestens {0} lebenden Bäumen","Bir hücumu {0} veya daha fazla ağaç hayattayken tamamla","Finisci un'ondata con almeno {0} alberi ancora vivi."
"CHAL_SCAVENGER_DESC","Get {0} different tier {2} items during a run","Ayez {0} objets différents de grade {2} durant une partie","在比赛期间获得{0}个不同的{2}级别的物品","一周のうちに異なる種類のティア{2}アイテムを {0} 個獲得する","한 번의 달리기 동안 {2} 등급의 서로 다른 무기 {0}개를 획득하세요","比賽期間取得{0}個不同的級別{2}道具","Получите {0} шт. разных предметов класса {2} в забеге.","Zdobądź {0} różne przedmioty poziomu {2} w trakcie rozgrywki","Consigue {0} objetos diferentes de categoría {2} en una partida","Colete {0} itens de grau {2} diferentes em uma partida.","Erhalte in einer Runde {0} verschiedene Stufe-{2}-Items","Bir koşu sırasında {0} farklı seviye {2} eşya topla","Ottieni {0} oggetti diversi di cat. {2} durante una partita."
"WEAPON_CLASS_LEGENDARY","Legendary","Légendaire","传奇","レジェンド","전설","傳說級","Легендарное","Legendarna","Legendaria","Lendário","Legendär","Efsanevi","Leggenda"
"EFFECT_PIERCING_DAMAGE_SHORT","{0} Piercing Damage","{0} Dégâts de Perforation","{0}贯通伤害","貫通ダメージ {0}","관통 대미지 {0}","{0}貫穿傷害","{0} пробивающего урона","{0} obr. od przeszywania","{0} de daño de perforación","{0} de dano de perfuração.","{0} Durchbohrungsschaden","{0} Delici Hasar","{0} danni da perforazione."
"EFFECT_SPEED_CAP_AT_CURRENT_VALUE","Your Speed is capped at its current value [{0}]","Votre Vitesse est plafonnée à sa valeur actuelle [{0}]","你的速度现在以[{0}]为上限","移動速度は現在の値 [{0}] が上限となる","최대 속도가 현재 값으로 한도가 정해졌습니다 [{0}]","你的速度現在以[{0}]為上限","Ваша скорость ограничена текущим значением [{0}].","Szybkość osiągnęła maksymalną wartość [{0}]","Tu velocidad está limitada al valor actual [{0}]","Sua velocidade é limitada ao valor atual [{0}].","Dein Tempo ist auf den aktuellen Wert begrenzt [{0}]","Hızın şu anda en üst seviyededir [{0}]","La tua velocità non può superare il valore attuale [{0}]."
"COMMON_ITEM","Tier I item","Objet de grade I","I级别物品","ティア I アイテム","I 등급 아이템","級別I道具","Предмет класса I","Przedmiot poziomu I","Objeto de categoría I","Item de grau I","Stufe-I-Item","Seviye I Eşya","Oggetto di cat. I"
"LEGENDARY_ITEM","Tier IV item","Objet de grade IV","IV级别物品","ティア IV アイテム","IV 등급 아이템","級別IV道具","Предмет класса IV","Przedmiot poziomu IV","Objeto de categoría IV","Item de grau IV","Stufe-IV-Item","Seviye IV Eşya","Oggetto di cat. IV"
"EFFECT_GAIN_STAT_FOR_EVERY_DIFFERENT_STAT","{0} {1} for every different {3} you have [{4}]","{0} {1} pour chaque {3} différent que vous avez [{4}]","每持有一异种{3}有{0}{1}[{4}]","所持中の{3} 1種類ごとに{0} {1} [{4}]","가지고 있는 모든 서로 다른 {3}에 대해 {0} {1} [{4}]","每持有一款異種{3}就能{0} {1} [{4}]","{0} {1} за каждый отдельный {3} [{4}].","{0} {1} za każdą statystykę {3} jaką posiadasz [{4}]","{0} {1} por cada {3} distinto/a que tengas [{4}]","{0} de {1} por cada {3} diferente que você tenha [{4}].","{0} {1} für jedes unterschiedliche {3} [{4}]","Sahip olduğun her farklı {3} başına {0} {1} [{4}]","{0} {1} per ogni {3} differente in tuo possesso [{4}]."
"EFFECT_EXTRA_LOOT_ALIENS_NEXT_WAVE","{0} additional loot aliens appear during the next wave","{0} extraterrestres transportant du butin apparaissent additionnellement durant la prochaine vague","在下场敌袭中会出现{0}个额外的战利品外星人","次のウェーブで戦利品エイリアンが追加で{0}体登場する","다음 웨이브 동안 추가 {0} 전리품 외계인","下一波敵襲會出現{0}個額外戰利品異形","В следующей волне появятся дополнительные пришельцы с добычей: {0}.","W następnej fali pojawią się dodatkowi obcy z łupami w liczbie {0}","{0} alienígenas de botín adicionales en la oleada siguiente","{0} de alienígenas do tesouro adicionais durante a próxima onda.","{0} zusätzliche Beute-Aliens erscheinen während der nächsten Welle","Sonraki hücumda fazladan {0} yağmacı uzaylı gelir","{0} alieni con bottino aggiuntivi durante l'ondata successiva."
"EFFECT_TIER_IV_WEAPON_BONUS","{0} {1} for every Tier IV weapon you have [{2}]","{0} {1} pour chaque arme de grade IV que vous avez [{2}]","每持有1件IV等级武器有{0}{1}[{2}]","所持しているティア IV 武器1つにつき{1} {0} [{2}]","가지고 있는 모든 IV 등급 무기에 대해 {0} {1} [{2}]","每持有一把級別IV武器就能{0} {1}[{2}]","{0} {1} за каждое ваше оружие класса IV [{2}].","{0} {1} za każdą posiadaną broń poziomu IV [{2}]","{0} {1} por cada arma de categoría IV que tengas [{2}]","{0} de {1} por arma de grau IV que você tenha [{2}].","{0} {1} für jede Stufe-IV-Waffe, die du besitzt [{2}]","Elindeki her Seviye IV silah için {0} {1} sağlar [{2}]","{0} {1} per ogni arma di cat. IV in tuo possesso [{2}]."
